Пост мониторинга,Период,NO2,O3,H2S,CO,SO2,"Температура, °С","Давление, мм рт. ст.","Влажность, %","Скорость ветра, м/с","Направление ветра, °"
Площадка 21 414,2025-05-05 12:00:00,64.5340000000,29.5900000000,0.3880000000,350.6100000000,0.4940000000,25.1950000000,745.0887740417,35.1150000000,1.9290000000,219.8500000000
Площадка 21 414,2025-05-05 12:20:00,66.0550000000,31.6770000000,0.3190000000,351.3420000000,0.5200000000,25.2700000000,744.9687641724,34.5050000000,2.6230000000,248.8500000000
Площадка 21 414,2025-05-05 12:40:00,65.3530000000,31.4660000000,0.4820000000,355.9300000000,0.5100000000,25.6200000000,744.8862573873,34.6050000000,2.1610000000,245.6000000000
Площадка 21 414,2025-05-05 13:00:00,63.4010000000,28.9350000000,0.4330000000,354.4390000000,0.5690000000,24.6000000000,744.9687641724,38.4150000000,2.9240000000,269.5000000000
Площадка 21 414,2025-05-05 13:20:00,58.3250000000,28.5070000000,0.3710000000,348.3900000000,1.4120000000,22.0650000000,745.2087839109,45.3000000000,3.0600000000,262.2500000000
Площадка 21 414,2025-05-05 13:40:00,58.4820000000,27.2370000000,0.4350000000,428.0620000000,0.9630000000,20.6300000000,745.5913153693,50.0850000000,3.1790000000,279.0000000000
Площадка 21 414,2025-05-05 14:00:00,57.0150000000,29.3380000000,0.4480000000,383.5050000000,0.5820000000,19.4150000000,745.9213425098,53.8450000000,3.5780000000,275.4000000000
Площадка 21 414,2025-05-05 14:20:00,55.6370000000,31.1130000000,0.3010000000,375.3710000000,0.4600000000,18.2450000000,746.3563782859,59.1500000000,3.5850000000,274.8500000000
Площадка 21 414,2025-05-05 14:40:00,58.4550000000,32.1180000000,0.3780000000,367.9330000000,0.5690000000,17.0200000000,746.7164078938,60.1100000000,3.4180000000,275.2500000000
Площадка 21 414,2025-05-05 15:00:00,61.1960000000,32.7920000000,0.4190000000,376.1720000000,0.5200000000,16.1950000000,746.7464103611,58.7400000000,2.6050000000,277.9000000000
Площадка 21 414,2025-05-05 15:20:00,63.4300000000,32.8820000000,0.4290000000,404.9830000000,0.3950000000,16.0150000000,746.9489270155,55.4200000000,1.3740000000,269.3500000000
Площадка 21 414,2025-05-05 15:40:00,63.1260000000,31.4650000000,0.3970000000,359.3720000000,0.5250000000,15.8950000000,746.9639282492,55.2100000000,0.5150000000,275.7000000000
Площадка 21 414,2025-05-05 16:00:00,63.4070000000,26.2650000000,0.3830000000,378.3610000000,0.4490000000,16.0100000000,746.7989146789,55.2600000000,0.1680000000,283.5000000000
Площадка 21 414,2025-05-05 16:20:00,61.2170000000,24.6860000000,0.5160000000,393.3620000000,0.4940000000,16.1050000000,746.7764128284,53.9300000000,0.4780000000,239.6000000000
Площадка 21 414,2025-05-05 16:40:00,63.6030000000,27.5630000000,0.4100000000,381.3380000000,0.4610000000,16.2000000000,746.7089072769,52.2530000000,0.3350000000,204.2630000000
Площадка 21 414,2025-05-05 17:00:00,61.4140000000,25.6700000000,0.4650000000,374.6890000000,0.5510000000,15.8650000000,746.8589196135,54.4650000000,0.2840000000,203.4000000000
Площадка 21 414,2025-05-05 17:20:00,61.3480000000,24.0320000000,0.3720000000,389.1960000000,0.4360000000,15.7300000000,747.2414510719,54.7350000000,0.3050000000,243.3000000000
Площадка 21 414,2025-05-05 17:40:00,61.4900000000,30.0520000000,0.3460000000,366.0830000000,0.4830000000,15.4150000000,747.4289664926,52.1200000000,1.0780000000,245.1500000000
Площадка 21 414,2025-05-05 18:00:00,62.4130000000,31.2600000000,0.3900000000,356.0800000000,0.5200000000,15.0150000000,747.3464597075,48.3150000000,1.1350000000,254.3000000000
Площадка 21 414,2025-05-05 18:20:00,59.2420000000,31.0120000000,0.3670000000,345.8110000000,0.5770000000,14.4050000000,747.4964720441,52.6530000000,0.6360000000,210.2630000000
Площадка 21 414,2025-05-05 18:40:00,58.7590000000,31.8000000000,0.3880000000,336.2830000000,0.5930000000,13.9750000000,747.5639775956,54.0100000000,0.5860000000,205.5000000000
Площадка 21 414,2025-05-05 19:00:00,57.8850000000,32.0040000000,0.4400000000,336.3210000000,0.4970000000,13.6000000000,747.3239578570,56.8200000000,0.3290000000,208.8000000000
Площадка 21 414,2025-05-05 19:20:00,55.9050000000,31.0860000000,0.4040000000,324.7150000000,0.5190000000,13.3900000000,747.4064646421,59.6500000000,0.2890000000,220.7500000000
Площадка 21 414,2025-05-05 19:40:00,53.7750000000,30.0730000000,0.3620000000,324.3030000000,0.4430000000,12.9300000000,747.3014560065,63.1150000000,0.7800000000,199.0500000000
Площадка 21 414,2025-05-05 20:00:00,53.5860000000,29.9390000000,0.3640000000,319.5050000000,0.4450000000,12.6950000000,747.3839627916,63.0750000000,0.5020000000,196.6500000000
Площадка 21 414,2025-05-05 20:20:00,52.3470000000,28.1090000000,0.3380000000,319.9440000000,0.5100000000,12.6000000000,747.3314584738,63.2500000000,0.1630000000,215.2500000000
Площадка 21 414,2025-05-05 20:40:00,51.9690000000,28.8570000000,0.3540000000,319.8180000000,0.4520000000,12.6000000000,747.4589689599,62.5300000000,0.3290000000,213.2500000000
Площадка 21 414,2025-05-05 21:00:00,51.3200000000,29.3270000000,0.3440000000,313.6630000000,0.4550000000,12.5250000000,747.5414757451,62.0150000000,0.3580000000,210.1500000000
Площадка 21 414,2025-05-05 21:20:00,50.4110000000,29.0920000000,0.4670000000,313.7030000000,0.5420000000,12.4650000000,747.5639775956,62.1950000000,0.3670000000,234.9000000000
Площадка 21 414,2025-05-05 21:40:00,49.8180000000,28.9370000000,0.3440000000,312.6790000000,0.6860000000,12.3800000000,747.4889714273,62.6600000000,0.4040000000,232.2000000000
Площадка 21 414,2025-05-05 22:00:00,48.0410000000,29.7370000000,0.3890000000,315.3980000000,0.5890000000,12.2150000000,747.4814708104,63.4600000000,0.2580000000,221.8000000000
Площадка 21 414,2025-05-05 22:20:00,46.4620000000,28.5910000000,0.2840000000,307.1490000000,0.5840000000,11.9950000000,747.4364671095,64.5250000000,0.5590000000,213.6000000000
Площадка 21 414,2025-05-05 22:40:00,45.4220000000,27.5900000000,0.3280000000,303.8740000000,0.4970000000,11.8950000000,747.4739701936,65.7500000000,0.2160000000,218.4000000000
Площадка 21 414,2025-05-05 23:00:00,44.2940000000,26.5240000000,0.3580000000,301.9190000000,0.4940000000,11.7100000000,747.2564523055,67.0950000000,0.1690000000,177.8500000000
Площадка 21 414,2025-05-05 23:20:00,42.3780000000,25.7040000000,0.3390000000,299.3240000000,0.5370000000,11.4850000000,747.2264498382,68.6100000000,0.1600000000,148.5500000000
Площадка 21 414,2025-05-05 23:40:00,41.5680000000,25.5350000000,0.3160000000,300.0150000000,0.4540000000,11.3850000000,747.2864547729,69.3800000000,0.1570000000,189.0000000000
Площадка 21 414,2025-05-06 00:00:00,40.7180000000,24.9010000000,0.3380000000,301.3040000000,0.4380000000,11.3400000000,747.3314584738,69.8800000000,0.1530000000,147.0000000000
Площадка 21 414,2025-05-06 00:20:00,40.9570000000,25.0230000000,0.3390000000,298.9790000000,0.3920000000,11.2950000000,747.3839627916,70.1050000000,0.2500000000,192.2000000000
Площадка 21 414,2025-05-06 00:40:00,40.9440000000,25.5520000000,0.3050000000,298.7460000000,0.5920000000,11.2650000000,747.4514683431,70.8150000000,0.2660000000,204.4500000000
Площадка 21 414,2025-05-06 01:00:00,39.8550000000,25.9600000000,0.3350000000,296.4950000000,0.5000000000,11.1950000000,747.2264498382,71.7450000000,0.2440000000,200.9500000000
Площадка 21 414,2025-05-06 01:20:00,36.1550000000,22.9170000000,0.3890000000,294.7560000000,0.5920000000,10.9850000000,746.8364177630,76.5100000000,0.2240000000,150.3500000000
Площадка 21 414,2025-05-06 01:40:00,33.7690000000,21.0040000000,0.2420000000,297.8470000000,0.4540000000,10.4900000000,747.0164325670,81.3650000000,0.1550000000,236.4500000000
Площадка 21 414,2025-05-06 02:00:00,33.7310000000,20.2910000000,0.4450000000,306.3770000000,0.4630000000,10.3950000000,746.9714288660,82.0500000000,0.1500000000,246.9000000000
Площадка 21 414,2025-05-06 02:20:00,30.9520000000,19.0850000000,0.2660000000,302.9170000000,0.4450000000,10.3550000000,746.9939307165,82.7150000000,0.1500000000,158.1500000000
Площадка 21 414,2025-05-06 02:40:00,28.4470000000,16.2170000000,0.3950000000,327.6470000000,0.5280000000,10.2650000000,747.0464350343,83.8550000000,0.1500000000,114.6500000000
Площадка 21 414,2025-05-06 03:00:00,28.0550000000,15.3470000000,0.3490000000,325.6950000000,0.5830000000,10.3000000000,746.8814214640,84.0250000000,0.1500000000,110.3000000000
Площадка 21 414,2025-05-06 03:20:00,28.9830000000,12.9120000000,0.2890000000,320.8410000000,0.4940000000,10.3100000000,746.9564276323,84.5800000000,0.1540000000,151.4500000000
Площадка 21 414,2025-05-06 03:40:00,38.4990000000,10.9210000000,0.4070000000,374.2950000000,0.4770000000,10.3000000000,747.3239578570,85.8200000000,0.4600000000,272.3000000000
Площадка 21 414,2025-05-06 04:00:00,37.2150000000,13.6900000000,0.2130000000,335.5570000000,0.5420000000,10.0450000000,747.2564523055,88.2650000000,0.2010000000,268.4500000000
Площадка 21 414,2025-05-06 04:20:00,34.6180000000,13.2790000000,0.2690000000,371.3780000000,0.5600000000,9.8500000000,747.2714535392,89.7300000000,0.3170000000,272.0000000000
Площадка 21 414,2025-05-06 04:40:00,33.6970000000,12.5800000000,0.3550000000,353.1730000000,0.5050000000,9.7450000000,747.3689615580,90.3800000000,0.3860000000,259.5000000000
Площадка 21 414,2025-05-06 05:00:00,32.1910000000,13.8160000000,0.2380000000,348.0700000000,0.7070000000,9.8300000000,747.4439677263,90.9150000000,0.2360000000,269.6500000000
Площадка 21 414,2025-05-06 05:20:00,32.4220000000,7.8070000000,1.5070000000,381.9880000000,0.4080000000,9.9850000000,747.4439677263,90.3650000000,0.1530000000,239.2500000000
Площадка 21 414,2025-05-06 05:40:00,30.9520000000,9.1030000000,3.0490000000,369.6980000000,0.5540000000,10.1050000000,747.5939800629,90.2750000000,0.1500000000,238.0500000000
Площадка 21 414,2025-05-06 06:00:00,33.9770000000,6.0880000000,0.4440000000,404.0690000000,0.5400000000,10.4050000000,747.6464843807,90.7500000000,0.1500000000,144.9500000000
Площадка 21 414,2025-05-06 06:20:00,33.2640000000,10.5500000000,0.3510000000,370.8760000000,0.4750000000,11.1700000000,747.6764868480,89.3900000000,0.1590000000,154.7500000000
Площадка 21 414,2025-05-06 06:40:00,33.0550000000,13.4500000000,0.3090000000,358.4990000000,0.4270000000,11.2850000000,747.8715028856,86.1900000000,0.2320000000,199.2500000000
Площадка 21 414,2025-05-06 07:00:00,32.9050000000,17.4220000000,0.3090000000,341.8330000000,0.5190000000,12.2400000000,747.9540096707,83.7500000000,0.3140000000,187.2500000000
Площадка 21 414,2025-05-06 07:20:00,36.6550000000,16.3460000000,0.3610000000,367.3270000000,2.2230000000,11.8400000000,748.0515176895,82.2700000000,0.6640000000,244.1000000000
Площадка 21 414,2025-05-06 07:40:00,38.8720000000,22.0920000000,0.4090000000,356.6520000000,0.4030000000,12.3950000000,748.3440417459,76.2500000000,2.3110000000,264.2000000000
Площадка 21 414,2025-05-06 08:00:00,39.1930000000,23.7340000000,0.3100000000,353.2060000000,0.3990000000,12.7900000000,748.5615596340,70.7800000000,2.8380000000,270.9000000000
Площадка 21 414,2025-05-06 08:20:00,39.0080000000,24.9290000000,0.3650000000,336.0250000000,0.5210000000,10.9000000000,749.0265978774,74.0650000000,3.6670000000,272.3500000000
Площадка 21 414,2025-05-06 08:40:00,36.9310000000,26.2610000000,0.3500000000,342.1970000000,0.4260000000,11.7250000000,749.3341231674,69.6950000000,3.5690000000,274.9000000000
Площадка 21 414,2025-05-06 09:00:00,37.3310000000,26.4650000000,0.3790000000,348.0160000000,0.4840000000,11.7150000000,749.7166546258,66.7550000000,3.5660000000,271.6000000000
Площадка 21 414,2025-05-06 09:20:00,35.6800000000,25.8610000000,0.3860000000,336.3940000000,0.6150000000,11.3700000000,750.0841848504,66.7200000000,2.8690000000,276.4500000000
Площадка 21 414,2025-05-06 09:40:00,32.3000000000,25.0150000000,0.2720000000,336.7520000000,0.5890000000,10.5600000000,750.3992107573,70.0650000000,3.5990000000,271.0500000000
Площадка 21 414,2025-05-06 10:00:00,32.3740000000,23.9860000000,0.2730000000,342.1860000000,0.4390000000,9.8250000000,750.8492477671,70.3150000000,3.2240000000,272.6000000000
Площадка 21 414,2025-05-06 10:20:00,32.6600000000,24.8240000000,0.3740000000,337.2420000000,0.4420000000,9.4050000000,751.1117693562,69.8850000000,2.4940000000,274.5500000000
Площадка 21 414,2025-05-06 10:40:00,35.1410000000,24.4110000000,0.4610000000,344.1810000000,0.4370000000,9.8250000000,751.3892921789,65.4050000000,2.8550000000,275.0500000000
Площадка 21 414,2025-05-06 11:00:00,37.1070000000,26.8530000000,0.2960000000,338.0690000000,0.5620000000,10.2050000000,751.5918088333,62.2900000000,2.4840000000,282.9500000000
Площадка 21 414,2025-05-06 11:20:00,38.0880000000,28.3910000000,0.3270000000,344.4910000000,0.4780000000,10.4550000000,751.7718236372,59.7600000000,1.8880000000,278.5000000000
Площадка 21 414,2025-05-06 11:40:00,39.0260000000,27.3990000000,0.3140000000,337.1530000000,0.4800000000,10.4650000000,751.9593390579,58.3000000000,2.3130000000,278.4000000000
Площадка 21 414,2025-05-06 12:00:00,40.3920000000,27.7820000000,0.3300000000,349.7450000000,0.5630000000,10.6300000000,752.0493464599,56.7000000000,1.9920000000,269.3500000000
Площадка 21 414,2025-05-06 12:20:00,41.0870000000,27.9640000000,0.2790000000,369.9360000000,0.4680000000,10.7700000000,752.1768569460,54.4450000000,2.0070000000,280.5500000000
Площадка 21 414,2025-05-06 12:40:00,41.1190000000,29.1200000000,0.4290000000,340.2570000000,0.4430000000,11.3650000000,752.3043674321,51.3950000000,2.3000000000,278.9000000000
Площадка 21 414,2025-05-06 13:00:00,41.0500000000,30.1130000000,0.3350000000,337.9250000000,0.5130000000,11.3700000000,752.4468791519,50.4900000000,2.4400000000,265.1500000000
Площадка 21 414,2025-05-06 13:20:00,41.2480000000,29.8000000000,0.3430000000,344.5480000000,0.5650000000,11.7600000000,752.4918828529,49.2150000000,2.1140000000,271.4000000000
Площадка 21 414,2025-05-06 13:40:00,41.5690000000,27.4910000000,0.4110000000,351.5290000000,0.3980000000,11.9500000000,752.5368865539,47.9250000000,2.3270000000,270.4500000000
Площадка 21 414,2025-05-06 14:00:00,42.3210000000,22.3150000000,0.4120000000,397.3830000000,0.3460000000,11.9550000000,752.5743896380,47.2450000000,2.0830000000,268.8500000000
Площадка 21 414,2025-05-06 14:20:00,41.7870000000,22.7530000000,0.4030000000,350.8710000000,0.5120000000,12.4850000000,752.6193933390,44.9850000000,1.9880000000,269.4000000000
Площадка 21 414,2025-05-06 14:40:00,41.8610000000,23.4750000000,0.3660000000,340.9960000000,0.5860000000,12.4250000000,752.7619050588,45.2600000000,1.9560000000,274.2500000000
Площадка 21 414,2025-05-06 15:00:00,42.8940000000,20.6520000000,0.4180000000,352.9600000000,0.6120000000,12.3650000000,752.8744143112,44.4400000000,1.8820000000,269.0000000000
Площадка 21 414,2025-05-06 15:20:00,41.6380000000,22.7840000000,0.3830000000,362.5790000000,0.5550000000,12.2850000000,752.9269186290,44.5950000000,1.6730000000,269.7000000000
Площадка 21 414,2025-05-06 15:40:00,41.2830000000,21.4520000000,0.4170000000,343.9260000000,0.3500000000,11.6700000000,753.0319272646,46.2450000000,1.5450000000,266.1500000000
Площадка 21 414,2025-05-06 16:00:00,40.8980000000,21.5730000000,0.3670000000,347.6380000000,0.4890000000,11.1050000000,753.1444365171,47.7840000000,1.4440000000,264.3160000000
Площадка 21 414,2025-05-06 16:20:00,41.1880000000,20.1450000000,0.3900000000,364.8970000000,0.4770000000,10.7650000000,753.2719470032,49.2950000000,1.1550000000,265.9000000000
Площадка 21 414,2025-05-06 16:40:00,42.1500000000,18.1890000000,0.4030000000,364.8370000000,0.6200000000,10.3450000000,753.4369605735,50.5350000000,1.0700000000,268.8500000000
Площадка 21 414,2025-05-06 17:00:00,42.5800000000,15.8650000000,0.3790000000,381.9210000000,0.5700000000,9.9800000000,753.5944735269,51.3350000000,0.8620000000,267.0500000000
Площадка 21 414,2025-05-06 17:20:00,42.2060000000,16.2080000000,0.4990000000,377.0180000000,0.4630000000,9.6850000000,753.7669877140,51.6150000000,1.0870000000,268.6000000000
Площадка 21 414,2025-05-06 17:40:00,42.6530000000,15.1860000000,0.3860000000,389.8180000000,0.5050000000,9.4550000000,753.9620037516,52.5350000000,1.0840000000,268.3500000000
Площадка 21 414,2025-05-06 18:00:00,42.1910000000,16.3530000000,0.3990000000,394.9820000000,0.5550000000,9.1900000000,754.0670123872,53.6200000000,1.0810000000,265.3500000000
Площадка 21 414,2025-05-06 18:20:00,43.1980000000,13.5580000000,0.3780000000,407.6740000000,0.5250000000,8.9400000000,754.2245253406,54.6500000000,1.0560000000,264.8000000000
Площадка 21 414,2025-05-06 18:40:00,42.7150000000,14.8100000000,0.3170000000,399.1220000000,0.4550000000,8.7150000000,754.4045401445,56.0900000000,0.7960000000,268.1000000000
Площадка 21 414,2025-05-06 19:00:00,41.9200000000,16.9160000000,0.3610000000,382.6730000000,0.5220000000,8.5400000000,754.5170493970,57.4050000000,0.6020000000,272.5000000000
Площадка 21 414,2025-05-06 19:20:00,41.4070000000,16.2940000000,0.2830000000,374.4040000000,0.5140000000,8.2500000000,754.7270666682,60.4650000000,0.3710000000,274.5500000000
Площадка 21 414,2025-05-06 19:40:00,39.2710000000,19.9320000000,0.3790000000,438.9150000000,0.4830000000,7.8370000000,754.7720703692,61.6790000000,0.4110000000,270.7370000000
Площадка 21 414,2025-05-06 20:00:00,39.2900000000,20.8130000000,0.4210000000,365.0430000000,0.5070000000,7.5950000000,754.8095734533,61.8900000000,0.4470000000,279.3500000000
Площадка 21 414,2025-05-06 20:20:00,38.3380000000,21.4300000000,0.3530000000,483.0800000000,1.4350000000,7.3900000000,754.9445845563,63.4450000000,0.1700000000,280.7000000000
Площадка 21 414,2025-05-06 20:40:00,37.0300000000,19.3570000000,0.3250000000,358.3280000000,0.5100000000,7.0900000000,755.0795956592,66.9700000000,0.2150000000,275.3500000000
Площадка 21 414,2025-05-06 21:00:00,37.4310000000,19.5570000000,0.4100000000,354.5830000000,0.4970000000,6.8200000000,755.1771036780,64.3300000000,0.2690000000,278.6000000000
Площадка 21 414,2025-05-06 21:20:00,38.9970000000,20.4470000000,0.3980000000,340.9010000000,0.5710000000,6.8100000000,755.3271160146,60.7500000000,0.2840000000,275.1500000000
Площадка 21 414,2025-05-06 21:40:00,38.4380000000,22.3840000000,0.4070000000,347.4910000000,0.4850000000,6.6650000000,755.4396252671,59.6900000000,0.3390000000,280.5500000000
Площадка 21 414,2025-05-06 22:00:00,37.7300000000,28.7300000000,0.3980000000,338.3690000000,0.5950000000,6.4700000000,755.5671357532,59.1950000000,0.2200000000,281.1500000000
Площадка 21 414,2025-05-06 22:20:00,35.0030000000,24.3600000000,0.2450000000,332.6470000000,0.5940000000,5.6200000000,755.5821369868,62.5500000000,0.1500000000,270.0000000000
Площадка 21 414,2025-05-06 22:40:00,24.9710000000,10.7570000000,10.7760000000,392.2990000000,0.5340000000,3.8900000000,755.6121394542,76.1800000000,0.1500000000,154.9000000000
Площадка 21 414,2025-05-06 23:00:00,20.8230000000,5.7180000000,4.5750000000,414.5340000000,0.5430000000,3.0950000000,755.6646437720,81.6450000000,0.1500000000,128.0500000000
Площадка 21 414,2025-05-06 23:20:00,19.6490000000,7.6300000000,1.5860000000,373.2960000000,0.3660000000,2.5250000000,755.7546511739,82.5450000000,0.1500000000,128.1500000000
Площадка 21 414,2025-05-06 23:40:00,19.3420000000,6.9520000000,0.7220000000,363.0930000000,0.4020000000,2.2800000000,755.8071554917,83.3750000000,0.1500000000,127.2500000000
Площадка 21 414,2025-05-07 00:00:00,18.9370000000,7.0170000000,0.4980000000,373.0130000000,0.5050000000,2.0600000000,755.9346659778,84.2800000000,0.1500000000,127.1000000000
Площадка 21 414,2025-05-07 00:20:00,17.1860000000,4.9340000000,0.5630000000,433.4100000000,0.9460000000,1.8050000000,755.9196647442,85.3500000000,0.1500000000,127.1500000000
Площадка 21 414,2025-05-07 00:40:00,16.8140000000,3.1450000000,0.9310000000,491.4950000000,1.4280000000,1.6100000000,755.9271653610,85.8250000000,0.1500000000,127.1500000000
Площадка 21 414,2025-05-07 01:00:00,16.3040000000,1.9020000000,1.0960000000,527.7200000000,4.6300000000,1.4200000000,755.9571678283,87.0050000000,0.1500000000,127.4000000000
Площадка 21 414,2025-05-07 01:20:00,15.3020000000,2.3420000000,1.1250000000,533.9670000000,9.5810000000,1.4400000000,755.9121641274,87.6750000000,0.1500000000,127.2500000000
Площадка 21 414,2025-05-07 01:40:00,15.6770000000,3.0070000000,0.7900000000,622.7020000000,9.9120000000,1.3500000000,755.8971628937,87.7700000000,0.1500000000,127.1500000000
Площадка 21 414,2025-05-07 02:00:00,15.5560000000,2.9330000000,0.8040000000,649.0340000000,9.6810000000,1.4200000000,756.0096721461,87.9600000000,0.1500000000,127.2000000000
Площадка 21 414,2025-05-07 02:20:00,15.9650000000,1.9380000000,0.9550000000,639.5920000000,8.2430000000,1.5680000000,755.9721690620,87.7790000000,0.1500000000,127.1050000000
Площадка 21 414,2025-05-07 02:40:00,16.4340000000,2.9470000000,0.7380000000,570.4980000000,6.7580000000,1.8150000000,756.0921789313,87.1850000000,0.1500000000,127.1500000000
Площадка 21 414,2025-05-07 03:00:00,19.0530000000,5.1580000000,0.6560000000,602.9750000000,8.3180000000,2.9450000000,756.0696770808,85.7300000000,0.1500000000,127.1000000000
Площадка 21 414,2025-05-07 03:20:00,20.5180000000,8.6110000000,0.6720000000,587.4290000000,6.9330000000,4.9200000000,756.1071801649,79.2300000000,0.1500000000,119.6000000000
Площадка 21 414,2025-05-07 03:40:00,22.9040000000,9.5280000000,0.5610000000,523.3020000000,3.0230000000,5.9750000000,756.2196894174,74.6750000000,0.1500000000,133.1500000000
Площадка 21 414,2025-05-07 04:00:00,29.0400000000,12.4190000000,0.4230000000,504.1270000000,0.5660000000,7.5650000000,756.2721937352,68.4850000000,0.1500000000,108.3000000000
Площадка 21 414,2025-05-07 04:20:00,31.9080000000,17.6970000000,0.1830000000,460.0800000000,0.4850000000,10.7100000000,756.2271900342,52.8450000000,0.1500000000,96.3000000000
Площадка 21 414,2025-05-07 04:40:00,31.8500000000,15.7110000000,0.7190000000,437.0360000000,0.4470000000,12.4600000000,756.1971875669,48.4100000000,0.1500000000,103.2000000000
Площадка 21 414,2025-05-07 05:00:00,34.3330000000,14.9790000000,0.5140000000,423.2630000000,0.5790000000,13.2150000000,756.1896869501,44.2750000000,0.1610000000,84.2500000000
Площадка 21 414,2025-05-07 05:20:00,34.2770000000,24.9620000000,0.3110000000,379.7060000000,0.4700000000,13.6100000000,756.1371826323,40.4400000000,0.1990000000,102.7500000000
Площадка 21 414,2025-05-07 05:40:00,34.4900000000,25.5730000000,0.4280000000,380.7700000000,0.4580000000,14.2850000000,756.0996795481,38.5250000000,0.2190000000,93.6500000000
Площадка 21 414,2025-05-07 06:00:00,39.9230000000,24.4200000000,0.3670000000,367.0570000000,0.5220000000,14.7550000000,755.9796696788,35.9100000000,0.4560000000,89.8000000000
Площадка 21 414,2025-05-07 06:20:00,40.6360000000,25.6360000000,0.4880000000,377.7130000000,0.5680000000,14.7800000000,755.9121641274,34.7900000000,0.2240000000,68.3500000000
Площадка 21 414,2025-05-07 06:40:00,41.1070000000,24.7210000000,0.4550000000,363.5240000000,0.7180000000,14.4300000000,755.8296573422,35.8950000000,0.1690000000,86.7000000000
Площадка 21 414,2025-05-07 07:00:00,43.2310000000,26.8680000000,0.3030000000,367.0200000000,0.3980000000,14.0950000000,755.7321493234,35.1250000000,0.3120000000,146.6000000000
Площадка 21 414,2025-05-07 07:20:00,45.9590000000,23.6570000000,0.3420000000,370.6820000000,0.4740000000,13.2000000000,755.6496425383,36.7100000000,0.3010000000,306.3500000000
Площадка 21 414,2025-05-07 07:40:00,46.9610000000,26.3330000000,0.3780000000,365.5830000000,0.5000000000,13.9550000000,755.5896376037,34.5500000000,0.2250000000,293.1000000000
Площадка 21 414,2025-05-07 08:00:00,47.9840000000,28.4560000000,0.4060000000,375.1690000000,0.3560000000,14.8050000000,755.4621271176,32.9700000000,0.5230000000,292.4500000000
Площадка 21 414,2025-05-07 08:20:00,52.7170000000,24.3480000000,0.3470000000,368.1610000000,0.4630000000,14.5350000000,755.2896129305,32.2050000000,0.5200000000,272.7500000000
Площадка 21 414,2025-05-07 08:40:00,50.8880000000,29.3380000000,0.4460000000,357.7230000000,0.5530000000,14.8200000000,755.1095981265,31.2850000000,0.3880000000,233.5500000000
Площадка 21 414,2025-05-07 09:00:00,49.7770000000,28.9330000000,0.4200000000,355.1850000000,0.4640000000,14.7850000000,754.9520851731,33.0500000000,0.3370000000,156.1500000000
Площадка 21 414,2025-05-07 09:20:00,49.8260000000,28.6110000000,0.3920000000,359.2210000000,0.5700000000,14.1550000000,754.8320753038,34.4400000000,0.2320000000,57.3500000000
Площадка 21 414,2025-05-07 09:40:00,49.9230000000,26.6800000000,0.3700000000,350.1050000000,0.5090000000,13.7700000000,754.6670617336,35.8900000000,0.2370000000,174.1000000000
Площадка 21 414,2025-05-07 10:00:00,50.2680000000,28.5260000000,0.4280000000,349.4150000000,0.4520000000,14.5050000000,754.5395512475,35.2800000000,0.5840000000,120.7000000000
Площадка 21 414,2025-05-07 10:20:00,52.0230000000,29.1900000000,0.2840000000,353.5340000000,0.5860000000,14.7400000000,754.4120407614,34.9150000000,0.5720000000,220.3500000000
Площадка 21 414,2025-05-07 10:40:00,50.9170000000,27.5610000000,0.3810000000,350.2160000000,9.1470000000,14.2800000000,754.3745376772,36.2350000000,0.2140000000,103.0000000000
Площадка 21 414,2025-05-07 11:00:00,49.9300000000,28.6620000000,0.3210000000,352.5530000000,8.1940000000,14.1300000000,754.2620284248,36.6800000000,0.2280000000,228.3500000000
Площадка 21 414,2025-05-07 11:20:00,51.7650000000,30.1870000000,0.3860000000,345.1100000000,0.5010000000,14.2850000000,754.0445105367,36.6350000000,0.5350000000,244.4000000000
Площадка 21 414,2025-05-07 11:40:00,52.2840000000,30.1350000000,0.3990000000,344.7310000000,0.4140000000,14.4750000000,753.9094994337,36.7200000000,0.3500000000,122.7000000000
Площадка 21 414,2025-05-07 12:00:00,53.3820000000,28.5870000000,0.4020000000,356.2220000000,0.4910000000,13.7400000000,753.8719963496,37.9000000000,0.5930000000,257.5000000000
Площадка 21 414,2025-05-07 12:20:00,53.7270000000,26.6010000000,0.3890000000,351.1620000000,0.5670000000,13.1450000000,753.7594870971,39.6800000000,0.2390000000,301.1500000000
Площадка 21 414,2025-05-07 12:40:00,55.4560000000,24.4620000000,0.3650000000,359.7690000000,0.5260000000,13.0150000000,753.7369852467,39.6750000000,0.2530000000,300.9500000000
Площадка 21 414,2025-05-07 13:00:00,52.9750000000,27.9420000000,0.4400000000,343.7980000000,0.5850000000,13.1450000000,753.6469778447,39.4750000000,0.1500000000,332.6000000000
Площадка 21 414,2025-05-07 13:20:00,52.6550000000,29.7400000000,0.3380000000,344.9960000000,0.4090000000,13.1050000000,753.5494698259,39.5900000000,0.1900000000,123.4000000000
Площадка 21 414,2025-05-07 13:40:00,52.5820000000,30.1020000000,0.3810000000,336.0830000000,0.5750000000,12.9600000000,753.4594624239,39.7500000000,0.1510000000,140.6500000000
Площадка 21 414,2025-05-07 14:00:00,50.7860000000,31.6380000000,0.3180000000,367.3720000000,0.5230000000,13.1700000000,753.2944488537,40.1500000000,0.1500000000,207.8500000000
