Пост мониторинга,Период,NO2,O3,H2S,CO,SO2,"Температура, °С","Давление, мм рт. ст.","Влажность, %","Скорость ветра, м/с","Направление ветра, °"
Площадка 21 414,2025-04-24 01:00:00,34.8680000000,12.5120000000,0.9970000000,544.1680000000,0.3660000000,9.0850000000,752.9344192458,79.6950000000,0.2260000000,127.6000000000
Площадка 21 414,2025-04-24 01:20:00,29.3970000000,21.0030000000,0.3400000000,480.4740000000,0.4330000000,8.9000000000,752.9269186290,79.9600000000,0.1740000000,168.7500000000
Площадка 21 414,2025-04-24 01:40:00,29.8230000000,19.0260000000,0.7350000000,545.2280000000,0.4850000000,8.7950000000,752.9419198627,79.9900000000,0.1510000000,150.4000000000
Площадка 21 414,2025-04-24 02:00:00,31.3290000000,16.1800000000,0.4300000000,540.5410000000,0.4130000000,8.8550000000,752.9644217132,80.0850000000,0.4460000000,230.6000000000
Площадка 21 414,2025-04-24 02:20:00,31.1950000000,15.6660000000,0.2710000000,534.7980000000,0.6140000000,9.4950000000,753.0694303488,79.2450000000,0.2650000000,124.7500000000
Площадка 21 414,2025-04-24 02:40:00,31.7120000000,16.1660000000,0.2630000000,487.7430000000,0.4680000000,9.8500000000,753.0244266478,78.6200000000,0.3240000000,187.4500000000
Площадка 21 414,2025-04-24 03:00:00,38.1470000000,18.3710000000,0.3850000000,462.7170000000,0.5840000000,10.8400000000,752.9569210963,74.8550000000,0.2480000000,271.2500000000
Площадка 21 414,2025-04-24 03:20:00,32.7680000000,21.9450000000,0.1800000000,444.9680000000,0.4140000000,11.6450000000,752.8219099934,72.8700000000,0.2780000000,156.0000000000
Площадка 21 414,2025-04-24 03:40:00,34.7170000000,23.9470000000,0.3590000000,448.4850000000,0.6140000000,12.7300000000,752.7019001241,69.6050000000,0.8760000000,152.1000000000
Площадка 21 414,2025-04-24 04:00:00,36.3850000000,24.0150000000,2.0490000000,459.8100000000,0.4770000000,14.4600000000,752.5893908717,63.8150000000,0.1930000000,185.7000000000
Площадка 21 414,2025-04-24 04:20:00,41.8540000000,27.5460000000,2.7810000000,612.4550000000,0.4980000000,15.5400000000,752.5218853202,60.4000000000,0.3130000000,132.7000000000
Площадка 21 414,2025-04-24 04:40:00,43.2250000000,27.7420000000,0.3790000000,627.8070000000,0.4640000000,16.9000000000,752.3643723668,56.4950000000,0.5010000000,126.1500000000
Площадка 21 414,2025-04-24 05:00:00,50.0710000000,33.3960000000,0.3670000000,542.3600000000,0.4090000000,19.2450000000,752.1318532450,49.1600000000,0.8990000000,124.9000000000
Площадка 21 414,2025-04-24 05:20:00,47.6450000000,30.0700000000,0.3690000000,498.2850000000,0.4240000000,20.3250000000,751.9818409084,47.2600000000,0.9240000000,131.0500000000
Площадка 21 414,2025-04-24 05:40:00,47.0360000000,24.1260000000,0.2490000000,486.0480000000,0.6710000000,21.7250000000,751.8693316560,44.1900000000,0.8000000000,149.1000000000
Площадка 21 414,2025-04-24 06:00:00,49.3900000000,21.5800000000,0.4690000000,449.5930000000,0.4590000000,22.3500000000,751.7493217867,42.4650000000,0.8810000000,147.4000000000
Площадка 21 414,2025-04-24 06:20:00,49.4950000000,23.1660000000,0.4330000000,439.0960000000,0.5470000000,23.0550000000,751.7193193194,41.8100000000,0.6880000000,157.0500000000
Площадка 21 414,2025-04-24 06:40:00,50.0810000000,28.6550000000,0.3450000000,435.2990000000,0.5670000000,23.7050000000,751.5693069828,40.0350000000,1.2150000000,144.7000000000
Площадка 21 414,2025-04-24 07:00:00,49.3140000000,38.0670000000,0.4650000000,415.0390000000,0.6430000000,25.3200000000,751.4417964967,36.1050000000,0.5500000000,157.8000000000
Площадка 21 414,2025-04-24 07:20:00,51.4650000000,40.6490000000,0.4890000000,414.8360000000,0.4790000000,26.1050000000,751.3592897115,34.1550000000,0.6830000000,197.4000000000
Площадка 21 414,2025-04-24 07:40:00,52.1170000000,43.4990000000,0.4190000000,405.3910000000,0.4420000000,26.3000000000,751.2842835432,33.4750000000,1.1280000000,176.0500000000
Площадка 21 414,2025-04-24 08:00:00,51.9670000000,48.0270000000,0.3650000000,393.9930000000,0.5200000000,26.4900000000,751.1117693562,32.7200000000,1.2550000000,180.4500000000
Площадка 21 414,2025-04-24 08:20:00,51.8410000000,46.0040000000,0.3540000000,396.0230000000,0.5030000000,27.0800000000,750.9467557859,32.0950000000,1.1190000000,201.2000000000
Площадка 21 414,2025-04-24 08:40:00,52.7310000000,45.6490000000,0.3390000000,398.0030000000,0.5620000000,25.7650000000,750.8192452998,33.6200000000,0.9410000000,228.5500000000
Площадка 21 414,2025-04-24 09:00:00,53.4750000000,43.9540000000,0.4440000000,408.1490000000,0.5520000000,25.2800000000,750.6842341968,35.0250000000,0.4850000000,222.5000000000
Площадка 21 414,2025-04-24 09:20:00,53.4280000000,44.9520000000,0.4140000000,394.1770000000,0.4000000000,25.8150000000,750.5267212434,33.6050000000,0.7260000000,219.2500000000
Площадка 21 414,2025-04-24 09:40:00,53.3930000000,46.1250000000,0.3800000000,393.3590000000,0.5250000000,25.5950000000,750.3467064395,33.6100000000,0.6780000000,222.6000000000
Площадка 21 414,2025-04-24 10:00:00,55.5810000000,42.6300000000,0.3700000000,413.8400000000,0.4570000000,24.5050000000,750.1741922524,36.5700000000,0.4100000000,285.1500000000
Площадка 21 414,2025-04-24 10:20:00,56.2570000000,38.3860000000,0.3570000000,409.9680000000,0.5970000000,23.4050000000,749.9941774485,42.5450000000,0.3270000000,298.2000000000
Площадка 21 414,2025-04-24 10:40:00,55.5620000000,42.5320000000,0.3810000000,398.0220000000,0.4840000000,24.0350000000,749.7766595604,37.2700000000,0.4780000000,293.2000000000
Площадка 21 414,2025-04-24 11:00:00,56.3480000000,35.9490000000,0.3190000000,405.3830000000,0.4790000000,22.9200000000,749.7016533921,38.7050000000,1.0170000000,147.2500000000
Площадка 21 414,2025-04-24 11:20:00,54.6520000000,39.5180000000,0.4650000000,401.1910000000,0.4650000000,21.6850000000,749.5516410555,44.3750000000,1.4130000000,126.0000000000
Площадка 21 414,2025-04-24 11:40:00,49.3450000000,42.1580000000,1.5430000000,375.8090000000,0.3690000000,20.6260000000,749.4316311862,50.5050000000,1.3790000000,109.1050000000
Площадка 21 414,2025-04-24 12:00:00,55.4420000000,33.5630000000,0.4240000000,394.0910000000,0.5750000000,21.1400000000,749.3791268684,45.6400000000,0.3520000000,110.1500000000
Площадка 21 414,2025-04-24 12:20:00,58.1530000000,35.8300000000,0.5110000000,420.8560000000,0.5400000000,21.2350000000,749.3641256348,43.1850000000,0.3360000000,235.8000000000
Площадка 21 414,2025-04-24 12:40:00,57.3270000000,31.8190000000,0.3600000000,425.6090000000,0.4160000000,21.2450000000,749.2366151487,45.3600000000,0.2400000000,149.6000000000
Площадка 21 414,2025-04-24 13:00:00,53.4100000000,40.9660000000,0.4040000000,400.3990000000,0.4810000000,19.6750000000,749.4016287189,51.4800000000,1.4350000000,292.9500000000
Площадка 21 414,2025-04-24 13:20:00,50.3090000000,45.0330000000,0.4280000000,396.9120000000,0.3690000000,18.5700000000,749.6566496911,60.2350000000,1.6490000000,296.9000000000
Площадка 21 414,2025-04-24 13:40:00,48.4830000000,44.1620000000,0.3900000000,396.8700000000,0.5380000000,18.3600000000,749.7091540089,63.8250000000,0.8010000000,150.0500000000
Площадка 21 414,2025-04-24 14:00:00,44.2660000000,46.0620000000,0.4240000000,412.4950000000,0.4410000000,17.9650000000,749.7166546258,70.4500000000,0.2320000000,73.0000000000
Площадка 21 414,2025-04-24 14:20:00,43.8720000000,47.5640000000,0.3320000000,405.2190000000,0.3780000000,17.4300000000,749.6791515416,72.6600000000,0.2570000000,57.0500000000
Площадка 21 414,2025-04-24 14:40:00,42.8290000000,45.8950000000,0.2680000000,402.7220000000,0.4100000000,17.1900000000,749.5741429060,74.7300000000,0.2990000000,179.0500000000
Площадка 21 414,2025-04-24 15:00:00,43.7690000000,45.1770000000,0.4070000000,392.3310000000,0.5800000000,16.9350000000,749.6266472238,75.2850000000,0.3680000000,105.7500000000
Площадка 21 414,2025-04-24 15:20:00,43.4050000000,45.8150000000,0.3540000000,392.8750000000,0.3950000000,16.9700000000,749.7466570931,75.2000000000,0.1500000000,103.2500000000
Площадка 21 414,2025-04-24 15:40:00,41.9890000000,36.8120000000,0.3460000000,440.7360000000,0.4630000000,16.8550000000,749.6866521585,78.3500000000,0.1720000000,148.4000000000
Площадка 21 414,2025-04-24 16:00:00,40.5500000000,39.9710000000,0.3600000000,426.5900000000,0.6330000000,16.2950000000,749.6716509248,78.6350000000,0.1500000000,298.5000000000
Площадка 21 414,2025-04-24 16:20:00,40.5770000000,37.8050000000,0.3720000000,430.2380000000,0.5180000000,15.8450000000,749.6191466070,80.2350000000,0.2280000000,309.4000000000
Площадка 21 414,2025-04-24 16:40:00,41.3310000000,29.0010000000,0.3060000000,451.9910000000,0.4270000000,15.5700000000,749.7391564763,82.8250000000,0.1850000000,297.7500000000
Площадка 21 414,2025-04-24 17:00:00,38.1320000000,25.1640000000,0.2410000000,467.3840000000,0.4670000000,15.2450000000,749.8591663455,84.1000000000,0.1670000000,289.8500000000
Площадка 21 414,2025-04-24 17:20:00,38.6330000000,22.9170000000,0.2470000000,489.2590000000,0.5190000000,14.9450000000,749.9641749812,84.1400000000,0.1500000000,275.8000000000
Площадка 21 414,2025-04-24 17:40:00,32.0660000000,18.5550000000,2.0450000000,435.4110000000,0.4420000000,14.0400000000,750.1441897851,85.7850000000,0.1910000000,132.0500000000
Площадка 21 414,2025-04-24 18:00:00,38.0530000000,10.0630000000,3.0750000000,493.9720000000,0.5140000000,13.7650000000,750.1291885514,87.5650000000,0.1500000000,115.4500000000
Площадка 21 414,2025-04-24 18:20:00,40.0210000000,9.4020000000,1.6010000000,563.1720000000,0.5620000000,13.5800000000,750.0841848504,88.3550000000,0.1500000000,19.1000000000
Площадка 21 414,2025-04-24 18:40:00,34.2380000000,16.0160000000,0.3710000000,663.0190000000,11.0500000000,13.3200000000,750.0841848504,88.3250000000,0.1670000000,74.1500000000
Площадка 21 414,2025-04-24 19:00:00,32.8490000000,20.9980000000,0.2550000000,495.4000000000,1.6580000000,13.1250000000,750.0766842336,89.1000000000,0.1950000000,289.8500000000
Площадка 21 414,2025-04-24 19:20:00,34.0250000000,30.5920000000,0.2110000000,436.9480000000,0.4440000000,13.1150000000,750.1816928692,87.6400000000,0.5210000000,289.5500000000
Площадка 21 414,2025-04-24 19:40:00,30.3360000000,31.5730000000,0.3350000000,419.0500000000,0.5340000000,13.0150000000,750.2191959534,86.7800000000,0.3400000000,294.7000000000
Площадка 21 414,2025-04-24 20:00:00,27.9360000000,33.9090000000,0.3410000000,407.5640000000,0.4420000000,12.7650000000,750.1216879346,86.9200000000,0.5670000000,296.6500000000
Площадка 21 414,2025-04-24 20:20:00,27.3790000000,33.3300000000,0.2760000000,398.6960000000,0.5610000000,12.6000000000,750.1141873178,86.9850000000,0.7110000000,284.0500000000
Площадка 21 414,2025-04-24 20:40:00,27.2020000000,32.3010000000,0.3550000000,392.8160000000,0.4500000000,12.4800000000,750.0991860841,86.8550000000,0.5360000000,290.6500000000
Площадка 21 414,2025-04-24 21:00:00,26.0740000000,33.0980000000,0.3210000000,447.0970000000,0.5770000000,12.3200000000,750.0691836168,86.1000000000,0.7540000000,294.1000000000
Площадка 21 414,2025-04-24 21:20:00,25.0020000000,32.4380000000,0.3660000000,388.4310000000,0.4780000000,12.1250000000,750.0916854673,85.4900000000,0.3410000000,254.3000000000
Площадка 21 414,2025-04-24 21:40:00,24.6020000000,32.0260000000,0.2800000000,422.2450000000,0.6260000000,11.9950000000,750.0091786821,85.0750000000,0.2700000000,291.9500000000
Площадка 21 414,2025-04-24 22:00:00,28.0650000000,32.9280000000,0.3690000000,383.7150000000,0.4480000000,11.9000000000,749.9116706634,84.7850000000,0.6030000000,289.0500000000
Площадка 21 414,2025-04-24 22:20:00,28.5450000000,31.5620000000,0.3200000000,382.2230000000,0.4430000000,11.9600000000,749.8891688129,84.1000000000,0.4650000000,294.3500000000
Площадка 21 414,2025-04-24 22:40:00,29.7970000000,27.9440000000,0.2870000000,378.9120000000,0.4340000000,11.9400000000,749.7841601772,83.5850000000,0.3610000000,305.5500000000
Площадка 21 414,2025-04-24 23:00:00,26.1690000000,30.7900000000,0.1680000000,375.5620000000,0.4060000000,11.9150000000,749.7466570931,83.1600000000,0.2860000000,298.0500000000
Площадка 21 414,2025-04-24 23:20:00,26.1160000000,31.4810000000,0.1680000000,371.1680000000,0.5100000000,11.8850000000,749.7391564763,82.5050000000,0.6660000000,291.4000000000
Площадка 21 414,2025-04-24 23:40:00,25.8030000000,30.6110000000,0.1340000000,368.4940000000,0.4760000000,11.7900000000,749.7541577099,82.3000000000,0.3810000000,293.1500000000
Площадка 21 414,2025-04-25 00:00:00,24.7900000000,32.5570000000,0.1090000000,365.4230000000,0.4180000000,11.6400000000,749.7616583268,82.4200000000,0.9420000000,293.0000000000
Площадка 21 414,2025-04-25 00:20:00,25.3630000000,30.0550000000,0.1810000000,362.8650000000,0.5130000000,11.3800000000,749.8366644951,83.2700000000,0.7260000000,293.6000000000
Площадка 21 414,2025-04-25 00:40:00,23.5310000000,30.0370000000,0.2050000000,365.7930000000,0.5030000000,11.2900000000,749.9791762148,83.8150000000,0.3790000000,297.0500000000
Площадка 21 414,2025-04-25 01:00:00,23.3450000000,30.2720000000,0.2720000000,364.7890000000,0.4590000000,11.2050000000,750.0916854673,83.7000000000,0.2800000000,304.1000000000
Площадка 21 414,2025-04-25 01:20:00,22.9540000000,30.3930000000,0.2920000000,358.6180000000,0.4760000000,11.0400000000,749.9566743643,82.6000000000,0.1980000000,126.1000000000
Площадка 21 414,2025-04-25 01:40:00,24.4630000000,31.2150000000,0.2820000000,355.5810000000,0.5420000000,10.7950000000,750.0016780653,79.0650000000,0.2400000000,163.1500000000
Площадка 21 414,2025-04-25 02:00:00,24.8200000000,31.5390000000,0.1580000000,353.0240000000,0.5650000000,10.6500000000,750.0466817663,76.8400000000,0.2210000000,261.5500000000
Площадка 21 414,2025-04-25 02:20:00,26.0300000000,34.4290000000,0.2980000000,348.1280000000,0.4650000000,10.3200000000,750.1741922524,72.6300000000,0.7970000000,268.8500000000
Площадка 21 414,2025-04-25 02:40:00,25.8300000000,34.3590000000,0.1570000000,345.4270000000,0.5180000000,10.1250000000,750.0391811495,72.3150000000,0.6090000000,117.5500000000
Площадка 21 414,2025-04-25 03:00:00,26.3340000000,33.7900000000,0.1610000000,348.9450000000,0.5570000000,9.8200000000,749.8816681960,74.1700000000,0.6000000000,245.5000000000
Площадка 21 414,2025-04-25 03:20:00,25.9830000000,33.1450000000,0.2090000000,350.9290000000,0.4860000000,9.3400000000,750.0991860841,77.5750000000,0.8090000000,237.2000000000
Площадка 21 414,2025-04-25 03:40:00,25.3860000000,32.0880000000,0.1420000000,351.6190000000,0.4870000000,9.3250000000,750.2041947197,77.6100000000,0.3060000000,205.4000000000
Площадка 21 414,2025-04-25 04:00:00,24.4950000000,31.4540000000,0.2430000000,363.1460000000,0.5510000000,10.4600000000,750.1891934861,72.9700000000,0.3590000000,228.4500000000
Площадка 21 414,2025-04-25 04:20:00,24.4190000000,31.4450000000,0.1720000000,352.8090000000,0.4920000000,10.7350000000,750.0991860841,70.3000000000,0.3140000000,296.5500000000
Площадка 21 414,2025-04-25 04:40:00,24.7750000000,31.2910000000,0.2790000000,366.1770000000,0.4250000000,11.7750000000,749.9791762148,66.3300000000,0.5470000000,162.6000000000
Площадка 21 414,2025-04-25 05:00:00,24.1590000000,31.2400000000,0.1790000000,357.9960000000,0.5020000000,13.3550000000,749.9116706634,61.8300000000,0.4690000000,122.1500000000
Площадка 21 414,2025-04-25 05:20:00,24.2700000000,30.0160000000,0.1520000000,359.0320000000,0.5720000000,14.2000000000,749.8891688129,59.9250000000,0.5690000000,160.5000000000
Площадка 21 414,2025-04-25 05:40:00,24.5300000000,30.1510000000,0.1480000000,359.2910000000,0.7190000000,15.4100000000,749.8591663455,56.9250000000,0.4160000000,179.1500000000
Площадка 21 414,2025-04-25 06:00:00,23.3720000000,26.5920000000,0.2890000000,356.2090000000,2.1420000000,16.0150000000,749.7466570931,55.0800000000,0.2630000000,142.7000000000
Площадка 21 414,2025-04-25 06:20:00,24.0410000000,27.6740000000,0.3580000000,355.9240000000,1.0620000000,16.3000000000,749.6191466070,54.0800000000,0.3750000000,241.2000000000
Площадка 21 414,2025-04-25 06:40:00,25.1690000000,27.8060000000,0.2870000000,363.5040000000,0.3860000000,16.2500000000,749.5366398219,54.5800000000,0.2920000000,219.2000000000
Площадка 21 414,2025-04-25 07:00:00,26.5970000000,29.3130000000,0.4270000000,361.4720000000,0.5350000000,17.4650000000,749.4466324199,53.0300000000,0.2400000000,196.4500000000
Площадка 21 414,2025-04-25 07:20:00,28.3640000000,29.0290000000,0.3960000000,367.4430000000,0.4400000000,18.0900000000,749.4016287189,51.8050000000,0.2590000000,301.4000000000
Площадка 21 414,2025-04-25 07:40:00,29.1290000000,31.8640000000,0.3620000000,363.0800000000,0.5330000000,19.4150000000,749.2516163823,49.4300000000,0.2220000000,221.2000000000
Площадка 21 414,2025-04-25 08:00:00,30.0640000000,32.8130000000,0.4650000000,366.5720000000,4.8630000000,20.1050000000,749.1316065130,46.9200000000,0.2380000000,187.9000000000
Площадка 21 414,2025-04-25 08:20:00,32.5120000000,36.8280000000,0.3680000000,367.7310000000,0.3820000000,20.6600000000,749.0415991111,44.5150000000,0.9720000000,67.0500000000
Площадка 21 414,2025-04-25 08:40:00,34.4940000000,40.3870000000,0.3290000000,361.9970000000,0.5980000000,20.8450000000,748.9890947933,43.1900000000,1.1590000000,75.4000000000
Площадка 21 414,2025-04-25 09:00:00,35.3840000000,38.9840000000,0.4140000000,358.8160000000,0.5360000000,21.2250000000,748.7790775220,41.9050000000,1.0320000000,69.6000000000
